"name","skills","job_title","job_schedule_type","job_location","salary_year_avg","job_posted_date"
"UnitedHealth Group","sas","Sr Data Analyst, Consultant - Client Facing - Remote","Full-time","Anywhere","$126,000.00","2023-02-25 14:00:24"
"UnitedHealth Group","aws","Sr Data Analyst, Consultant - Client Facing - Remote","Full-time","Anywhere","$126,000.00","2023-02-25 14:00:24"
"UnitedHealth Group","sas","Sr Data Analyst, Consultant - Client Facing - Remote","Full-time","Anywhere","$126,000.00","2023-02-25 14:00:24"
"UnitedHealth Group","python","Sr Data Analyst, Consultant - Client Facing - Remote","Full-time","Anywhere","$126,000.00","2023-02-25 14:00:24"
"UnitedHealth Group","r","Sr Data Analyst, Consultant - Client Facing - Remote","Full-time","Anywhere","$126,000.00","2023-02-25 14:00:24"
"Cityblock Health","sql","Senior Data Analyst (Clinical) (Remote)","Full-time","Anywhere","$126,000.00","2023-01-09 12:59:54"
"OptumRx","sql","Sr. Data Analyst, OptumRX - (Pre-Underwriting Analysis) Remote","Full-time","Anywhere","$126,000.00","2023-09-22 07:03:17"
"Cityblock Health","bigquery","Senior Data Analyst (Clinical) (Remote)","Full-time","Anywhere","$126,000.00","2023-01-09 12:59:54"
"OptumRx","python","Sr. Data Analyst, OptumRX - (Pre-Underwriting Analysis) Remote","Full-time","Anywhere","$126,000.00","2023-09-22 07:03:17"
"OptumRx","excel","Sr. Data Analyst, OptumRX - (Pre-Underwriting Analysis) Remote","Full-time","Anywhere","$126,000.00","2023-09-22 07:03:17"
"UnitedHealth Group","ssrs","Sr. Data Analyst - Remote","Full-time","Anywhere","$126,000.00","2023-06-25 13:00:13"
"OptumRx","tableau","Sr. Data Analyst, OptumRX - (Pre-Underwriting Analysis) Remote","Full-time","Anywhere","$126,000.00","2023-09-22 07:03:17"
"OptumRx","power bi","Sr. Data Analyst, OptumRX - (Pre-Underwriting Analysis) Remote","Full-time","Anywhere","$126,000.00","2023-09-22 07:03:17"
"OptumRx","alteryx","Sr. Data Analyst, OptumRX - (Pre-Underwriting Analysis) Remote","Full-time","Anywhere","$126,000.00","2023-09-22 07:03:17"
"UnitedHealth Group","powerpoint","Sr. Data Analyst - Remote","Full-time","Anywhere","$126,000.00","2023-06-25 13:00:13"
"UnitedHealth Group","ssis","Sr. Data Analyst - Remote","Full-time","Anywhere","$126,000.00","2023-06-25 13:00:13"
"UnitedHealth Group","tableau","Sr. Data Analyst - Remote","Full-time","Anywhere","$126,000.00","2023-06-25 13:00:13"
"UnitedHealth Group","excel","Sr. Data Analyst - Remote","Full-time","Anywhere","$126,000.00","2023-06-25 13:00:13"
"UnitedHealth Group","snowflake","Sr. Data Analyst - Remote","Full-time","Anywhere","$126,000.00","2023-06-25 13:00:13"
"UnitedHealth Group","t-sql","Sr. Data Analyst - Remote","Full-time","Anywhere","$126,000.00","2023-06-25 13:00:13"
"UnitedHealth Group","python","Sr. Data Analyst - Remote","Full-time","Anywhere","$126,000.00","2023-06-25 13:00:13"
"UnitedHealth Group","sql","Sr. Data Analyst - Remote","Full-time","Anywhere","$126,000.00","2023-06-25 13:00:13"
"Cityblock Health","looker","Senior Data Analyst (Clinical) (Remote)","Full-time","Anywhere","$126,000.00","2023-01-09 12:59:54"
"Cityblock Health","tableau","Senior Data Analyst (Clinical) (Remote)","Full-time","Anywhere","$126,000.00","2023-01-09 12:59:54"
"USAA","phoenix","Mid-Level Decision Science Analyst","Full-time","Anywhere","$125,930.00","2023-10-01 08:01:11"
"USAA","sas","Mid-Level Decision Science Analyst","Full-time","Anywhere","$125,930.00","2023-10-01 08:01:11"
"USAA","sql","Mid-Level Decision Science Analyst","Full-time","Anywhere","$125,930.00","2023-10-01 08:01:11"
"USAA","sas","Mid-Level Decision Science Analyst","Full-time","Anywhere","$125,930.00","2023-10-01 08:01:11"
"Edward Jones","snowflake","Senior Data Analyst - Firm Analytics","Full-time","Anywhere","$125,654.50","2023-01-18 03:01:08"
"Edward Jones","sql","Senior Data Analyst - Firm Analytics","Full-time","Anywhere","$125,654.50","2023-01-18 03:01:08"
"Cityblock Health","sql","Senior Data Analyst","Full-time","Anywhere","$125,500.00","2023-09-13 15:00:01"
"Uber","sql","Strategy and Data Analyst, Sustainability","Full-time","Anywhere","$125,500.00","2023-12-14 08:00:06"
"Uber","go","Strategy and Data Analyst, Sustainability","Full-time","Anywhere","$125,500.00","2023-12-14 08:00:06"
"Uber","python","Strategy and Data Analyst, Sustainability","Full-time","Anywhere","$125,500.00","2023-12-14 08:00:06"
"Uber","r","Strategy and Data Analyst, Sustainability","Full-time","Anywhere","$125,500.00","2023-12-14 08:00:06"
"Get It Recruit - Real Estate","sql","Healthcare Data Analyst","Full-time","Anywhere","$125,000.00","2023-08-18 17:00:58"
"PWR Staffing & Recruiting","sql","Healthcare Data Analyst (Manager)- $120,000-130,000/yr | Remote in PST","Full-time","Anywhere","$125,000.00","2023-08-21 22:01:23"
"Starbridge Partners","sql","Data Science Analyst 2 (Pop Health)","Full-time","Anywhere","$125,000.00","2023-01-11 21:06:26"
"Starbridge Partners","python","Data Science Analyst 2 (Pop Health)","Full-time","Anywhere","$125,000.00","2023-01-11 21:06:26"
"Starbridge Partners","r","Data Science Analyst 2 (Pop Health)","Full-time","Anywhere","$125,000.00","2023-01-11 21:06:26"
"Starbridge Partners","sas","Data Science Analyst 2 (Pop Health)","Full-time","Anywhere","$125,000.00","2023-01-11 21:06:26"
"Starbridge Partners","sas","Data Science Analyst 2 (Pop Health)","Full-time","Anywhere","$125,000.00","2023-01-11 21:06:26"
"Get It Recruit - Real Estate","jupyter","Healthcare Data Analyst","Full-time","Anywhere","$125,000.00","2023-08-18 17:00:58"
"Infinity Consulting Solutions, Inc.","go","Manager, Data Analytics & Reporting - Remote","Full-time","Anywhere","$125,000.00","2023-03-14 04:02:08"
"Get It Recruit - Real Estate","shell","Healthcare Data Analyst","Full-time","Anywhere","$125,000.00","2023-08-18 17:00:58"
"Infinity Consulting Solutions, Inc.","notion","Manager, Data Analytics & Reporting - Remote","Full-time","Anywhere","$125,000.00","2023-03-14 04:02:08"
"Infinity Consulting Solutions, Inc.","sql","Manager, Data Analytics & Reporting - Remote","Full-time","Anywhere","$125,000.00","2023-03-14 04:02:08"
"Infinity Consulting Solutions, Inc.","excel","Manager, Data Analytics & Reporting - Remote","Full-time","Anywhere","$125,000.00","2023-03-14 04:02:08"
"Get It Recruit - Real Estate","airflow","Healthcare Data Analyst","Full-time","Anywhere","$125,000.00","2023-08-18 17:00:58"
"Get It Recruit - Real Estate","spark","Healthcare Data Analyst","Full-time","Anywhere","$125,000.00","2023-08-18 17:00:58"
"Robert Half","flow","Data Analyst","Full-time","Anywhere","$125,000.00","2023-05-26 14:59:59"
"Get It Recruit - Real Estate","redshift","Healthcare Data Analyst","Full-time","Anywhere","$125,000.00","2023-08-18 17:00:58"
"Get It Recruit - Real Estate","bigquery","Healthcare Data Analyst","Full-time","Anywhere","$125,000.00","2023-08-18 17:00:58"
"Get It Recruit - Real Estate","python","Healthcare Data Analyst","Full-time","Anywhere","$125,000.00","2023-08-18 17:00:58"
"LTIMindtree","qlik","Senior Data Analyst","Full-time","Anywhere","$125,000.00","2023-03-07 08:03:40"
"LTIMindtree","spss","Senior Data Analyst","Full-time","Anywhere","$125,000.00","2023-03-07 08:03:40"
"LTIMindtree","sas","Senior Data Analyst","Full-time","Anywhere","$125,000.00","2023-03-07 08:03:40"
"LTIMindtree","tableau","Senior Data Analyst","Full-time","Anywhere","$125,000.00","2023-03-07 08:03:40"
"LTIMindtree","excel","Senior Data Analyst","Full-time","Anywhere","$125,000.00","2023-03-07 08:03:40"
"LTIMindtree","hadoop","Senior Data Analyst","Full-time","Anywhere","$125,000.00","2023-03-07 08:03:40"
"LTIMindtree","spark","Senior Data Analyst","Full-time","Anywhere","$125,000.00","2023-03-07 08:03:40"
"LTIMindtree","oracle","Senior Data Analyst","Full-time","Anywhere","$125,000.00","2023-03-07 08:03:40"
"LTIMindtree","matlab","Senior Data Analyst","Full-time","Anywhere","$125,000.00","2023-03-07 08:03:40"
"LTIMindtree","javascript","Senior Data Analyst","Full-time","Anywhere","$125,000.00","2023-03-07 08:03:40"
"LTIMindtree","sas","Senior Data Analyst","Full-time","Anywhere","$125,000.00","2023-03-07 08:03:40"
"LTIMindtree","r","Senior Data Analyst","Full-time","Anywhere","$125,000.00","2023-03-07 08:03:40"
"LTIMindtree","python","Senior Data Analyst","Full-time","Anywhere","$125,000.00","2023-03-07 08:03:40"
"LTIMindtree","sql","Senior Data Analyst","Full-time","Anywhere","$125,000.00","2023-03-07 08:03:40"
"Motion Recruitment","sql","Senior Data Analyst","Full-time","Anywhere","$125,000.00","2023-04-05 07:01:04"
"Motion Recruitment","python","Senior Data Analyst","Full-time","Anywhere","$125,000.00","2023-04-05 07:01:04"
"Motion Recruitment","excel","Senior Data Analyst","Full-time","Anywhere","$125,000.00","2023-04-05 07:01:04"
"Motion Recruitment","tableau","Senior Data Analyst","Full-time","Anywhere","$125,000.00","2023-04-05 07:01:04"
"The Walt Disney Company","python","Data Analyst","Full-time","Anywhere","$125,000.00","2023-12-27 13:01:03"
"hims & hers","airflow","Data Analyst, Operations (Remote)","Full-time","Anywhere","$125,000.00","2023-02-01 07:01:02"
"hims & hers","bigquery","Data Analyst, Operations (Remote)","Full-time","Anywhere","$125,000.00","2023-02-01 07:01:02"
"hims & hers","postgresql","Data Analyst, Operations (Remote)","Full-time","Anywhere","$125,000.00","2023-02-01 07:01:02"
"hims & hers","bash","Data Analyst, Operations (Remote)","Full-time","Anywhere","$125,000.00","2023-02-01 07:01:02"
"hims & hers","r","Data Analyst, Operations (Remote)","Full-time","Anywhere","$125,000.00","2023-02-01 07:01:02"
"hims & hers","python","Data Analyst, Operations (Remote)","Full-time","Anywhere","$125,000.00","2023-02-01 07:01:02"
"The Walt Disney Company","databricks","Data Analyst","Full-time","Anywhere","$125,000.00","2023-12-27 13:01:03"
"The Walt Disney Company","sas","Data Analyst","Full-time","Anywhere","$125,000.00","2023-12-27 13:01:03"
"The Walt Disney Company","r","Data Analyst","Full-time","Anywhere","$125,000.00","2023-12-27 13:01:03"
"The Walt Disney Company","sql","Data Analyst","Full-time","Anywhere","$125,000.00","2023-12-27 13:01:03"
"hims & hers","sql","Data Analyst, Operations (Remote)","Full-time","Anywhere","$125,000.00","2023-02-01 07:01:02"
"Get It Recruit - Information Technology","flow","Investment Data and Analytics Manager","Full-time","Anywhere","$125,000.00","2023-12-12 08:17:55"
"Get It Recruit - Information Technology","alteryx","Investment Data and Analytics Manager","Full-time","Anywhere","$125,000.00","2023-12-12 08:17:55"
"Get It Recruit - Information Technology","tableau","Investment Data and Analytics Manager","Full-time","Anywhere","$125,000.00","2023-12-12 08:17:55"
"Get It Recruit - Information Technology","excel","Investment Data and Analytics Manager","Full-time","Anywhere","$125,000.00","2023-12-12 08:17:55"
"Get It Recruit - Information Technology","vba","Investment Data and Analytics Manager","Full-time","Anywhere","$125,000.00","2023-12-12 08:17:55"
"Get It Recruit - Information Technology","r","Investment Data and Analytics Manager","Full-time","Anywhere","$125,000.00","2023-12-12 08:17:55"
"Get It Recruit - Information Technology","python","Investment Data and Analytics Manager","Full-time","Anywhere","$125,000.00","2023-12-12 08:17:55"
"Get It Recruit - Information Technology","sql","Investment Data and Analytics Manager","Full-time","Anywhere","$125,000.00","2023-12-12 08:17:55"
"The Walt Disney Company","spss","Data Analyst","Full-time","Anywhere","$125,000.00","2023-12-27 13:01:03"
"The Walt Disney Company","sas","Data Analyst","Full-time","Anywhere","$125,000.00","2023-12-27 13:01:03"
"The Walt Disney Company","snowflake","Data Analyst","Full-time","Anywhere","$125,000.00","2023-12-27 13:01:03"
"hims & hers","looker","Data Analyst, Operations (Remote)","Full-time","Anywhere","$125,000.00","2023-02-01 07:01:02"
"CenterWell Senior Primary Care","sas","Business Intelligence Lead - Remote","Full-time","Anywhere","$124,500.00","2023-09-28 13:01:45"
"Blackstone Consulting, Inc.","power bi","Data Analyst: regional physical security","Full-time","Anywhere","$124,500.00","2023-05-27 01:00:43"
"Blackstone Consulting, Inc.","word","Data Analyst: regional physical security","Full-time","Anywhere","$124,500.00","2023-05-27 01:00:43"
"Blackstone Consulting, Inc.","sharepoint","Data Analyst: regional physical security","Full-time","Anywhere","$124,500.00","2023-05-27 01:00:43"
"Blackstone Consulting, Inc.","microsoft teams","Data Analyst: regional physical security","Full-time","Anywhere","$124,500.00","2023-05-27 01:00:43"
"Blackstone Consulting, Inc.","powerpoint","Data Analyst: regional physical security","Full-time","Anywhere","$124,500.00","2023-05-27 01:00:43"
"CenterWell Senior Primary Care","qlik","Business Intelligence Lead - Remote","Full-time","Anywhere","$124,500.00","2023-09-28 13:01:45"
"CenterWell Senior Primary Care","sas","Business Intelligence Lead - Remote","Full-time","Anywhere","$124,500.00","2023-09-28 13:01:45"
"CenterWell Senior Primary Care","tableau","Business Intelligence Lead - Remote","Full-time","Anywhere","$124,500.00","2023-09-28 13:01:45"
"CenterWell Senior Primary Care","sql","Business Intelligence Lead - Remote","Full-time","Anywhere","$124,500.00","2023-09-28 13:01:45"
"Blackstone Consulting, Inc.","excel","Data Analyst: regional physical security","Full-time","Anywhere","$124,500.00","2023-05-27 01:00:43"
"City National Bank","flow","Senior Data Analyst","Full-time","Anywhere","$124,497.00","2023-02-15 21:00:58"
"City National Bank","flow","Senior Data Analyst (Remote)","Full-time","Anywhere","$124,497.00","2023-02-16 07:00:44"
"Cloudflare","sql","Data Analyst, Support Operations","Full-time","Anywhere","$124,000.00","2023-02-17 19:02:22"
"Cloudflare","python","Data Analyst, Support Operations","Full-time","Anywhere","$124,000.00","2023-02-17 19:02:22"
"Cloudflare","looker","Data Analyst, Support Operations","Full-time","Anywhere","$124,000.00","2023-02-17 19:02:22"
"Cloudflare","tableau","Data Analyst, Support Operations","Full-time","Anywhere","$124,000.00","2023-02-17 19:02:22"
"Cloudflare","r","Data Analyst, Support Operations","Full-time","Anywhere","$124,000.00","2023-02-17 19:02:22"
"Get It Recruit - Information Technology","looker","Data Analytics Manager","Full-time","Anywhere","$123,000.00","2023-07-30 11:00:50"
"Get It Recruit - Information Technology","tableau","Data Analytics Manager","Full-time","Anywhere","$123,000.00","2023-07-30 11:00:50"
"Get It Recruit - Information Technology","power bi","Data Analytics Manager","Full-time","Anywhere","$123,000.00","2023-07-30 11:00:50"
"Get It Recruit - Information Technology","sql","Data Analytics Manager","Full-time","Anywhere","$123,000.00","2023-07-30 11:00:50"
"ICF","sql","Lead Analyst - Data Analytics - Remote","Full-time","Anywhere","$122,769.00","2023-08-31 20:30:00"
"ICF","power bi","Lead Analyst - Data Analytics - Remote","Full-time","Anywhere","$122,769.00","2023-08-31 20:30:00"
"ICF","python","Lead Analyst - Data Analytics - Remote","Full-time","Anywhere","$122,769.00","2023-08-31 20:30:00"
"ICF","tableau","Lead Analyst - Data Analytics - Remote","Full-time","Anywhere","$122,769.00","2023-08-31 20:30:00"
"Tripadvisor","sql","Senior Data Analyst - Platform Team","Full-time","Anywhere","$122,500.00","2023-04-21 21:00:26"
"Tripadvisor","python","Senior Data Analyst - Platform Team","Full-time","Anywhere","$122,500.00","2023-04-21 21:00:26"
"Tripadvisor","r","Senior Data Analyst - Platform Team","Full-time","Anywhere","$122,500.00","2023-04-21 21:00:26"
"Tripadvisor","snowflake","Senior Data Analyst - Platform Team","Full-time","Anywhere","$122,500.00","2023-04-21 21:00:26"
"Tripadvisor","tableau","Senior Data Analyst - Platform Team","Full-time","Anywhere","$122,500.00","2023-04-21 21:00:26"
"Analytic Recruiting Inc.","sas","Decision Science Analyst - Consumer Lending","Full-time","Anywhere","$122,500.00","2023-01-20 19:22:47"
"Analytic Recruiting Inc.","snowflake","Decision Science Analyst - Consumer Lending","Full-time","Anywhere","$122,500.00","2023-01-20 19:22:47"
"Analytic Recruiting Inc.","sas","Decision Science Analyst - Consumer Lending","Full-time","Anywhere","$122,500.00","2023-01-20 19:22:47"
"Analytic Recruiting Inc.","python","Decision Science Analyst - Consumer Lending","Full-time","Anywhere","$122,500.00","2023-01-20 19:22:47"
"Innova Solutions","confluence","Business Data Analyst with SQL (Strong)","Full-time","Anywhere","$122,500.00","2023-06-19 17:01:37"
"Innova Solutions","aws","Business Data Analyst with SQL (Strong)","Full-time","Anywhere","$122,500.00","2023-06-19 17:01:37"
"Innova Solutions","jira","Business Data Analyst with SQL (Strong)","Full-time","Anywhere","$122,500.00","2023-06-19 17:01:37"
"Innova Solutions","sql","Business Data Analyst with SQL (Strong)","Full-time","Anywhere","$122,500.00","2023-06-19 17:01:37"
"Analytic Recruiting Inc.","sql","Decision Science Analyst - Consumer Lending","Full-time","Anywhere","$122,500.00","2023-01-20 19:22:47"
"Analytic Recruiting Inc.","tableau","Decision Science Analyst - Consumer Lending","Full-time","Anywhere","$122,500.00","2023-01-20 19:22:47"
"Cloudflare","bigquery","Sales Ops Data Analyst (Austin, TX or Remote)","Full-time","Anywhere","$122,000.00","2023-08-01 23:01:46"
"Cloudflare","sheets","Sales Ops Data Analyst (Austin, TX or Remote)","Full-time","Anywhere","$122,000.00","2023-08-01 23:01:46"
"Cloudflare","sql","Sales Ops Data Analyst (Austin, TX or Remote)","Full-time","Anywhere","$122,000.00","2023-08-01 23:01:46"
"Cloudflare","tableau","Sales Ops Data Analyst (Austin, TX or Remote)","Full-time","Anywhere","$122,000.00","2023-08-01 23:01:46"
"CloudFlare","sql","Sales Ops Data Analyst (Remote)","Full-time","Anywhere","$122,000.00","2023-08-01 23:00:59"
"CloudFlare","sheets","Sales Ops Data Analyst (Remote)","Full-time","Anywhere","$122,000.00","2023-08-01 23:00:59"
"CloudFlare","tableau","Sales Ops Data Analyst (Remote)","Full-time","Anywhere","$122,000.00","2023-08-01 23:00:59"
"Grow Therapy","looker","Senior Data Analyst","Full-time","Anywhere","$122,000.00","2023-10-16 21:59:55"
"Grow Therapy","python","Senior Data Analyst","Full-time","Anywhere","$122,000.00","2023-10-16 21:59:55"
"Grow Therapy","sql","Senior Data Analyst","Full-time","Anywhere","$122,000.00","2023-10-16 21:59:55"
"CloudFlare","bigquery","Sales Ops Data Analyst (Remote)","Full-time","Anywhere","$122,000.00","2023-08-01 23:00:59"
"Kforce Technology Staffing","oracle","Senior Enterprise Data Analyst with BA/PM Skills","Full-time","Anywhere","$120,000.00","2023-03-10 18:02:49"
"Kforce Technology Staffing","sql","Senior Enterprise Data Analyst with BA/PM Skills","Full-time","Anywhere","$120,000.00","2023-03-10 18:02:49"
"Kforce Technology Staffing","python","Senior Enterprise Data Analyst with BA/PM Skills","Full-time","Anywhere","$120,000.00","2023-03-10 18:02:49"
"Kforce Technology Staffing","sql server","Senior Enterprise Data Analyst with BA/PM Skills","Full-time","Anywhere","$120,000.00","2023-03-10 18:02:49"
"Kforce Technology Staffing","snowflake","Senior Enterprise Data Analyst with BA/PM Skills","Full-time","Anywhere","$120,000.00","2023-03-10 18:02:49"
"M13","spss","Lifeforce: Data Analyst (Remote)","Full-time","Anywhere","$120,000.00","2023-04-17 22:59:57"
"M13","sas","Lifeforce: Data Analyst (Remote)","Full-time","Anywhere","$120,000.00","2023-04-17 22:59:57"
"M13","sas","Lifeforce: Data Analyst (Remote)","Full-time","Anywhere","$120,000.00","2023-04-17 22:59:57"
"M13","r","Lifeforce: Data Analyst (Remote)","Full-time","Anywhere","$120,000.00","2023-04-17 22:59:57"
"M13","sql","Lifeforce: Data Analyst (Remote)","Full-time","Anywhere","$120,000.00","2023-04-17 22:59:57"
"Robert Half","sql","Business Data Analyst","Contractor","Anywhere","$120,000.00","2023-04-04 15:56:17"
"Motion Recruitment","sql","Data Architect","Full-time","Anywhere","$120,000.00","2023-07-18 06:35:18"
"Motion Recruitment","azure","Data Architect","Full-time","Anywhere","$120,000.00","2023-07-18 06:35:18"
"Motion Recruitment","aws","Data Architect","Full-time","Anywhere","$120,000.00","2023-07-18 06:35:18"
"Motion Recruitment","bigquery","Data Architect","Full-time","Anywhere","$120,000.00","2023-07-18 06:35:18"
"Motion Recruitment","redshift","Data Architect","Full-time","Anywhere","$120,000.00","2023-07-18 06:35:18"
"Motion Recruitment","snowflake","Data Architect","Full-time","Anywhere","$120,000.00","2023-07-18 06:35:18"
"Motion Recruitment","gcp","Data Architect","Full-time","Anywhere","$120,000.00","2023-07-18 06:35:18"
"Motion Recruitment","tableau","Data Architect","Full-time","Anywhere","$120,000.00","2023-07-18 06:35:18"
"Get It Recruit - Information Technology","visio","Data Analytics Analyst","Full-time","Anywhere","$120,000.00","2023-11-04 09:00:10"
"firsthand Health Inc","sql","Senior Data Analyst (Greater NYC Area, NY or Remote)","Full-time","Anywhere","$120,000.00","2023-03-22 15:59:47"
"firsthand Health Inc","tableau","Senior Data Analyst (Greater NYC Area, NY or Remote)","Full-time","Anywhere","$120,000.00","2023-03-22 15:59:47"
"firsthand Health Inc","power bi","Senior Data Analyst (Greater NYC Area, NY or Remote)","Full-time","Anywhere","$120,000.00","2023-03-22 15:59:47"
"firsthand Health Inc","looker","Senior Data Analyst (Greater NYC Area, NY or Remote)","Full-time","Anywhere","$120,000.00","2023-03-22 15:59:47"
"Get It Recruit - Information Technology","outlook","Data Analytics Analyst","Full-time","Anywhere","$120,000.00","2023-11-04 09:00:10"
"Get It Recruit - Information Technology","powerpoint","Data Analytics Analyst","Full-time","Anywhere","$120,000.00","2023-11-04 09:00:10"
"Get It Recruit - Information Technology","sharepoint","Data Analytics Analyst","Full-time","Anywhere","$120,000.00","2023-11-04 09:00:10"
"Get It Recruit - Information Technology","power bi","Data Analytics Analyst","Full-time","Anywhere","$120,000.00","2023-11-04 09:00:10"
"Get It Recruit - Information Technology","tableau","Data Analytics Analyst","Full-time","Anywhere","$120,000.00","2023-11-04 09:00:10"
"Get It Recruit - Information Technology","excel","Data Analytics Analyst","Full-time","Anywhere","$120,000.00","2023-11-04 09:00:10"
"Super.com","sql","Senior Data Analyst (Remote)","Full-time","Anywhere","$120,000.00","2023-11-17 22:01:39"
"Super.com","python","Senior Data Analyst (Remote)","Full-time","Anywhere","$120,000.00","2023-11-17 22:01:39"
"Super.com","snowflake","Senior Data Analyst (Remote)","Full-time","Anywhere","$120,000.00","2023-11-17 22:01:39"
"Super.com","looker","Senior Data Analyst (Remote)","Full-time","Anywhere","$120,000.00","2023-11-17 22:01:39"
"Robert Half","power bi","Business Data Analyst","Contractor","Anywhere","$120,000.00","2023-04-04 15:56:17"
"Robert Half","tableau","Business Data Analyst","Contractor","Anywhere","$120,000.00","2023-04-04 15:56:17"
"Motion Recruitment","r","Senior Data Analyst / Open to Remote","Full-time","Anywhere","$120,000.00","2023-11-10 08:21:05"
"LAI","confluence","Business Intelligence Data Analyst","Full-time","Anywhere","$120,000.00","2023-11-29 16:00:03"
"LAI","jira","Business Intelligence Data Analyst","Full-time","Anywhere","$120,000.00","2023-11-29 16:00:03"
"LAI","kubernetes","Business Intelligence Data Analyst","Full-time","Anywhere","$120,000.00","2023-11-29 16:00:03"
"LAI","word","Business Intelligence Data Analyst","Full-time","Anywhere","$120,000.00","2023-11-29 16:00:03"
"LAI","tableau","Business Intelligence Data Analyst","Full-time","Anywhere","$120,000.00","2023-11-29 16:00:03"
"LAI","excel","Business Intelligence Data Analyst","Full-time","Anywhere","$120,000.00","2023-11-29 16:00:03"
"Motion Recruitment","python","Senior Data Analyst / Open to Remote","Full-time","Anywhere","$120,000.00","2023-11-10 08:21:05"
"LAI","go","Business Intelligence Data Analyst","Full-time","Anywhere","$120,000.00","2023-11-29 16:00:03"
"LAI","sql","Business Intelligence Data Analyst","Full-time","Anywhere","$120,000.00","2023-11-29 16:00:03"
"Motion Recruitment","sql","Senior Data Analyst / Open to Remote","Full-time","Anywhere","$120,000.00","2023-11-10 08:21:05"
"US Development Finance Corporation (formerly Overseas Private Investment Corporation)","power bi","Risk Data Analyst","Full-time","Anywhere","$119,908.00","2023-06-20 16:00:30"
"US Development Finance Corporation (formerly Overseas Private Investment Corporation)","python","Risk Data Analyst","Full-time","Anywhere","$119,908.00","2023-06-20 16:00:30"
"US Development Finance Corporation (formerly Overseas Private Investment Corporation)","vba","Risk Data Analyst","Full-time","Anywhere","$119,908.00","2023-06-20 16:00:30"
"US Development Finance Corporation (formerly Overseas Private Investment Corporation)","tableau","Risk Data Analyst","Full-time","Anywhere","$119,908.00","2023-06-20 16:00:30"
"Get It Recruit - Information Technology","jira","Senior Data Analyst with Expertise in Data Governance","Full-time","Anywhere","$119,500.00","2023-11-22 09:09:18"
"Get It Recruit - Information Technology","power bi","Senior Data Analyst with Expertise in Data Governance","Full-time","Anywhere","$119,500.00","2023-11-22 09:09:18"
"Get It Recruit - Information Technology","tableau","Senior Data Analyst with Expertise in Data Governance","Full-time","Anywhere","$119,500.00","2023-11-22 09:09:18"
"CVS Health","python","Data Analyst","Full-time","Anywhere","$119,200.00","2023-03-25 07:59:55"
"CVS Health","tableau","Data Analyst","Full-time","Anywhere","$119,200.00","2023-03-25 07:59:55"
"CVS Health","hadoop","Data Analyst","Full-time","Anywhere","$119,200.00","2023-03-25 07:59:55"
"CVS Health","sql","Data Analyst","Full-time","Anywhere","$119,200.00","2023-03-25 07:59:55"
"CVS Health","python","Data Analyst - Predictive Modeling","Full-time","Anywhere","$119,200.00","2023-06-09 08:00:23"
"CVS Health","tableau","Data Analyst - Predictive Modeling","Full-time","Anywhere","$119,200.00","2023-06-09 08:00:23"
"CVS Health","hadoop","Data Analyst - Predictive Modeling","Full-time","Anywhere","$119,200.00","2023-06-09 08:00:23"
"CVS Health","sql","Data Analyst - Predictive Modeling","Full-time","Anywhere","$119,200.00","2023-06-09 08:00:23"
"Get It Recruit - Healthcare","tableau","Data Analyst","Full-time","Anywhere","$117,713.00","2023-11-13 10:59:58"
"Get It Recruit - Healthcare","excel","Data Analyst","Full-time","Anywhere","$117,713.00","2023-11-13 10:59:58"
"Get It Recruit - Healthcare","ms access","Data Analyst","Full-time","Anywhere","$117,713.00","2023-11-13 10:59:58"
"Get It Recruit - Healthcare","powerpoint","Data Analyst","Full-time","Anywhere","$117,713.00","2023-11-13 10:59:58"
"Get It Recruit - Healthcare","word","Data Analyst","Full-time","Anywhere","$117,713.00","2023-11-13 10:59:58"
"Robert Half","go","Lead Data Analyst / SQL Developer","Full-time","Anywhere","$117,500.00","2023-12-27 20:01:58"
"Robert Half","python","Lead Data Analyst / SQL Developer","Full-time","Anywhere","$117,500.00","2023-12-27 20:01:58"
"Get It Recruit - Information Technology","sql","Lead Data Analyst","Full-time","Anywhere","$117,500.00","2023-12-28 10:22:27"
"Get It Recruit - Information Technology","sql server","Lead Data Analyst","Full-time","Anywhere","$117,500.00","2023-12-28 10:22:27"
"Get It Recruit - Information Technology","python","Lead Data Analyst","Full-time","Anywhere","$117,500.00","2023-12-28 10:22:27"
"Robert Half","sql","Lead Data Analyst / SQL Developer","Full-time","Anywhere","$117,500.00","2023-12-27 20:01:58"
"Robert Half","sql server","Lead Data Analyst / SQL Developer","Full-time","Anywhere","$117,500.00","2023-12-27 20:01:58"
"Robert Half","c","Lead Data Analyst / SQL Developer","Full-time","Anywhere","$117,500.00","2023-12-27 20:01:58"
"Jobot","tableau","Data Analyst","Full-time","Anywhere","$117,500.00","2023-09-12 23:00:51"
"Jobot","python","Data Analyst","Full-time","Anywhere","$117,500.00","2023-09-12 23:00:51"
"Jobot","sql","Data Analyst","Full-time","Anywhere","$117,500.00","2023-09-12 23:00:51"
"Get It Recruit - Information Technology","tableau","Data Analyst","Full-time","Anywhere","$117,000.00","2023-11-12 09:00:25"
"Get It Recruit - Information Technology","looker","Data Analyst","Full-time","Anywhere","$117,000.00","2023-11-12 09:00:25"
